Date,Nasdaq,Eurostoxx,Nikkei
2015-04-27,4525.0400390625,3771.449951171875,19983.3203125
2015-04-28,4515.27001953125,3715.419921875,20058.94921875
2015-04-30,4414.25,3615.590087890625,19520.009765625
2015-05-07,4401.5498046875,3556.2099609375,19291.990234375
2015-05-08,4458.64990234375,3649.47998046875,19379.189453125
2015-05-11,4438.64013671875,3624.409912109375,19620.91015625
2015-05-12,4420.64990234375,3573.10009765625,19624.83984375
2015-05-13,4426.56005859375,3553.419921875,19764.720703125
2015-05-15,4494.2900390625,3573.070068359375,19732.919921875
2015-05-18,4512.9501953125,3589.219970703125,19890.26953125
2015-05-19,4503.72021484375,3670.52001953125,20026.380859375
2015-05-20,4505.2998046875,3683.47998046875,20196.560546875
2015-05-21,4529.47021484375,3688.719970703125,20202.869140625
2015-05-22,4527.16015625,3679.139892578125,20264.41015625
2015-05-26,4472.9599609375,3619.300048828125,20437.48046875
2015-05-27,4546.06005859375,3682.8701171875,20472.580078125
2015-05-28,4535.66015625,3650.7099609375,20551.4609375
2015-05-29,4508.25,3570.780029296875,20563.150390625
2015-06-01,4521.85009765625,3575.0400390625,20569.869140625
2015-06-02,4508.89013671875,3561.889892578125,20543.189453125
2015-06-03,4519.85986328125,3583.820068359375,20473.509765625
2015-06-04,4487.02978515625,3556.3798828125,20488.189453125
2015-06-05,4477.18994140625,3510.010009765625,20460.900390625
2015-06-08,4431.509765625,3468.31005859375,20457.189453125
2015-06-09,4427.60986328125,3456.7900390625,20096.30078125
2015-06-10,4485.4599609375,3526.47998046875,20046.359375
2015-06-11,4488.47021484375,3551.909912109375,20382.970703125
2015-06-12,4453.7900390625,3502.77001953125,20407.080078125
2015-06-15,4432.919921875,3438.070068359375,20387.7890625
2015-06-16,4455.89990234375,3454.090087890625,20257.939453125
2015-06-17,4468.97998046875,3428.760009765625,20219.26953125
2015-06-18,4531.85009765625,3450.449951171875,19990.8203125
2015-06-19,4513.419921875,3455.800048828125,20174.240234375
2015-06-22,4544.0400390625,3596.070068359375,20428.189453125
2015-06-23,4548.740234375,3625.969970703125,20809.419921875
2015-06-24,4524.60009765625,3610.949951171875,20868.029296875
2015-06-25,4514.009765625,3610.909912109375,20771.400390625
2015-06-26,4484.27978515625,3621.3701171875,20706.150390625
2015-06-29,4379.8701171875,3468.89990234375,20109.94921875
2015-06-30,4396.759765625,3424.300048828125,20235.73046875
2015-07-01,4429.22998046875,3496.280029296875,20329.3203125
2015-07-02,4433.39013671875,3463.25,20522.5
2015-07-06,4418.66015625,3365.199951171875,20112.119140625
2015-07-07,4429.06005859375,3294.18994140625,20376.58984375
2015-07-08,4351.580078125,3327.5,19737.640625
2015-07-09,4352.02978515625,3420.030029296875,19855.5
2015-07-10,4420.14990234375,3528.81005859375,19779.830078125
2015-07-13,4494.47021484375,3590.429931640625,20089.76953125
2015-07-14,4523.47021484375,3607.18994140625,20385.330078125
2015-07-15,4528.35986328125,3623.8701171875,20463.330078125
2015-07-16,4594.89990234375,3676.409912109375,20600.119140625
2015-07-17,4661.60009765625,3670.340087890625,20650.919921875
2015-07-21,4674.41015625,3647.9599609375,20841.970703125
2015-07-22,4623.240234375,3635.580078125,20593.669921875
2015-07-23,4602.830078125,3634.639892578125,20683.94921875
2015-07-24,4557.3701171875,3600.0,20544.529296875
2015-07-27,4519.08984375,3513.10009765625,20350.099609375
2015-07-28,4560.22998046875,3554.110107421875,20328.890625
2015-07-29,4581.60009765625,3575.530029296875,20302.91015625
2015-07-30,4598.58984375,3583.7900390625,20522.830078125
2015-07-31,4588.91015625,3600.68994140625,20585.240234375
2015-08-03,4580.4599609375,3635.39990234375,20548.109375
2015-08-04,4567.47021484375,3619.31005859375,20520.359375
2015-08-05,4602.240234375,3676.75,20614.060546875
2015-08-06,4528.509765625,3668.469970703125,20664.439453125
2015-08-07,4520.080078125,3637.800048828125,20724.560546875
2015-08-10,4573.10986328125,3674.93994140625,20808.689453125
2015-08-12,4528.18994140625,3484.409912109375,20392.76953125
2015-08-17,4566.3701171875,3497.89990234375,20620.259765625
2015-08-19,4510.89990234375,3429.840087890625,20222.630859375
2015-08-20,4385.1298828125,3353.47998046875,20033.51953125
2015-08-21,4197.27001953125,3247.260009765625,19435.830078125
2015-08-24,4038.60009765625,3073.389892578125,18540.6796875
2015-08-25,4016.320068359375,3218.010009765625,17806.69921875
2015-08-26,4219.60009765625,3170.72998046875,18376.830078125
2015-08-27,4324.81982421875,3280.780029296875,18574.439453125
2015-08-28,4329.1201171875,3286.590087890625,19136.3203125
2015-08-31,4274.580078125,3269.6298828125,18890.48046875
2015-09-01,4142.6298828125,3188.72998046875,18165.689453125
2015-09-02,4256.22998046875,3198.860107421875,18095.400390625
2015-09-03,4234.64990234375,3270.090087890625,18182.390625
2015-09-04,4184.72021484375,3180.25,17792.16015625
2015-09-08,4303.52978515625,3233.840087890625,17427.080078125
2015-09-10,4296.2998046875,3221.139892578125,18299.619140625
2015-09-11,4323.22998046875,3187.93994140625,18264.220703125
2015-09-14,4308.759765625,3175.6201171875,17965.69921875
2015-09-15,4360.27978515625,3207.60009765625,18026.48046875
2015-09-16,4383.669921875,3251.7900390625,18171.599609375
2015-09-17,4384.9599609375,3255.7900390625,18432.26953125
2015-09-18,4323.85986328125,3157.300048828125,18070.2109375
2015-09-24,4261.10009765625,3019.340087890625,17571.830078125
2015-09-25,4224.740234375,3113.159912109375,17880.509765625
2015-09-28,4103.47021484375,3039.43994140625,17645.109375
2015-09-29,4083.3701171875,3029.860107421875,16930.83984375
2015-09-30,4181.06005859375,3100.669921875,17388.150390625
2015-10-01,4192.9599609375,3069.050048828125,17722.419921875
2015-10-02,4267.4501953125,3088.179931640625,17725.130859375
2015-10-05,4331.43017578125,3190.389892578125,18005.490234375
2015-10-06,4306.7001953125,3220.090087890625,18186.099609375
2015-10-07,4333.4599609375,3226.39990234375,18322.98046875
2015-10-08,4350.14990234375,3224.9599609375,18141.169921875
2015-10-09,4370.009765625,3250.31005859375,18438.669921875
2015-10-13,4352.93994140625,3221.280029296875,18234.740234375
2015-10-14,4346.919921875,3191.570068359375,17891.0
2015-10-15,4418.22021484375,3238.81005859375,18096.900390625
2015-10-16,4438.6201171875,3264.929931640625,18291.80078125
2015-10-19,4462.06982421875,3272.0400390625,18131.23046875
2015-10-20,4438.18017578125,3255.719970703125,18207.150390625
2015-10-21,4413.52001953125,3272.22998046875,18554.279296875
2015-10-22,4503.22021484375,3353.110107421875,18435.869140625
2015-10-23,4624.08984375,3425.81005859375,18825.30078125
2015-10-26,4630.85009765625,3414.60009765625,18947.119140625
2015-10-27,4639.22998046875,3381.010009765625,18777.0390625
2015-10-28,4678.580078125,3421.090087890625,18903.01953125
2015-10-29,4670.759765625,3413.389892578125,18935.7109375
2015-10-30,4648.830078125,3418.22998046875,19083.099609375
2015-11-02,4703.919921875,3434.5,18683.240234375
2015-11-04,4717.5498046875,3439.159912109375,18926.91015625
2015-11-05,4702.89990234375,3447.489990234375,19116.41015625
2015-11-06,4707.22998046875,3468.2099609375,19265.599609375
2015-11-09,4655.52001953125,3418.360107421875,19642.740234375
2015-11-10,4641.72998046875,3425.39990234375,19671.259765625
2015-11-11,4636.93994140625,3448.419921875,19691.390625
2015-11-12,4588.93017578125,3387.699951171875,19697.76953125
2015-11-13,4502.14013671875,3360.64990234375,19596.91015625
2015-11-16,4565.47021484375,3362.22998046875,19393.689453125
2015-11-17,4565.81982421875,3451.93994140625,19630.630859375
2015-11-18,4653.43994140625,3431.919921875,19649.1796875
2015-11-19,4655.35009765625,3448.929931640625,19859.810546875
2015-11-20,4686.35986328125,3452.449951171875,19879.810546875
2015-11-24,4669.41015625,3409.60009765625,19924.890625
2015-11-25,4672.8798828125,3462.06005859375,19847.580078125
2015-11-27,4680.47021484375,3488.989990234375,19883.939453125
2015-11-30,4664.509765625,3506.449951171875,19747.470703125
2015-12-01,4716.16015625,3479.639892578125,20012.400390625
2015-12-02,4686.22021484375,3468.659912109375,19938.130859375
2015-12-03,4606.75,3343.340087890625,19939.900390625
2015-12-04,4716.1201171875,3330.75,19504.48046875
2015-12-07,4693.6201171875,3360.2099609375,19698.150390625
2015-12-08,4694.77001953125,3297.4599609375,19492.599609375
2015-12-09,4622.14013671875,3277.2099609375,19301.0703125
2015-12-10,4643.0498046875,3269.969970703125,19046.55078125
2015-12-11,4537.56005859375,3203.2099609375,19230.48046875
2015-12-14,4570.16015625,3139.239990234375,18883.419921875
2015-12-15,4597.330078125,3241.510009765625,18565.900390625
2015-12-16,4664.56005859375,3246.780029296875,19049.91015625
2015-12-17,4598.14013671875,3306.469970703125,19353.560546875
2015-12-18,4514.830078125,3260.72998046875,18986.80078125
2015-12-21,4560.5498046875,3213.010009765625,18916.01953125
2015-12-22,4589.259765625,3214.320068359375,18886.69921875
2015-12-28,4621.35009765625,3256.489990234375,18873.349609375
2015-12-29,4691.080078125,3314.280029296875,18982.23046875
2015-12-30,4652.009765625,3287.97998046875,19033.7109375
2016-01-04,4497.85986328125,3164.760009765625,18450.98046875
2016-01-05,4484.18017578125,3178.010009765625,18374.0
2016-01-06,4443.990234375,3139.320068359375,18191.3203125
2016-01-07,4305.72021484375,3084.679931640625,17767.33984375
2016-01-08,4270.77978515625,3033.469970703125,17697.9609375
2016-01-12,4333.72021484375,3064.659912109375,17218.9609375
2016-01-13,4183.1201171875,3073.02001953125,17715.630859375
2016-01-14,4272.97021484375,3024.0,17240.94921875
2016-01-15,4141.080078125,2952.47998046875,17147.109375
2016-01-19,4147.06982421875,2980.489990234375,17048.369140625
2016-01-20,4136.27978515625,2882.590087890625,16416.189453125
2016-01-21,4142.60009765625,2943.919921875,16017.259765625
2016-01-22,4259.77001953125,3023.2099609375,16958.529296875
2016-01-25,4196.52978515625,3001.780029296875,17110.91015625
2016-01-26,4233.85009765625,3032.840087890625,16708.900390625
2016-01-27,4128.85986328125,3043.469970703125,17163.919921875
2016-01-28,4186.06005859375,2979.419921875,17041.44921875
2016-01-29,4279.169921875,3045.090087890625,17518.30078125
2016-02-01,4286.56005859375,3021.010009765625,17865.23046875
2016-02-02,4193.10009765625,2951.85009765625,17750.6796875
2016-02-03,4171.97021484375,2896.6298828125,17191.25
2016-02-04,4167.77001953125,2905.300048828125,17044.990234375
2016-02-05,4024.469970703125,2879.389892578125,16819.58984375
2016-02-08,3960.669921875,2785.169921875,17004.30078125
2016-02-09,3947.800048828125,2736.5,16085.4404296875
2016-02-10,3966.280029296875,2789.050048828125,15713.3896484375
2016-02-12,4019.18994140625,2756.159912109375,14952.6103515625
2016-02-16,4104.330078125,2821.260009765625,16054.4296875
2016-02-17,4199.10009765625,2897.719970703125,15836.3603515625
2016-02-18,4151.490234375,2895.14990234375,16196.7998046875
2016-02-19,4164.08984375,2871.050048828125,15967.169921875
2016-02-22,4231.27001953125,2933.909912109375,16111.0498046875
2016-02-23,4162.5400390625,2887.3798828125,16052.0498046875
2016-02-24,4200.66015625,2820.239990234375,15915.7900390625
2016-02-25,4241.06005859375,2877.419921875,16140.33984375
2016-02-26,4235.6201171875,2929.159912109375,16188.41015625
2016-02-29,4201.1201171875,2945.75,16026.759765625
2016-03-01,4333.60986328125,2996.389892578125,16085.509765625
2016-03-02,4334.39013671875,3022.139892578125,16746.55078125
2016-03-03,4325.85986328125,3012.8701171875,16960.16015625
2016-03-04,4329.0,3037.35009765625,17014.779296875
2016-03-07,4303.330078125,3021.090087890625,16911.3203125
2016-03-08,4265.509765625,3002.010009765625,16783.150390625
2016-03-09,4293.22998046875,3016.179931640625,16642.19921875
2016-03-10,4286.97021484375,2970.780029296875,16852.349609375
2016-03-11,4361.830078125,3073.800048828125,16938.869140625
2016-03-14,4367.330078125,3091.97998046875,17233.75
2016-03-15,4367.080078125,3067.2099609375,17117.0703125
2016-03-16,4404.2001953125,3062.050048828125,16974.44921875
2016-03-17,4400.259765625,3043.10009765625,16936.380859375
2016-03-18,4410.830078125,3059.77001953125,16724.810546875
2016-03-23,4402.56005859375,3042.419921875,17000.98046875
2016-03-24,4405.52978515625,2986.72998046875,16892.330078125
2016-03-29,4467.72021484375,3004.8701171875,17103.529296875
2016-03-30,4490.8798828125,3044.10009765625,16878.9609375
2016-03-31,4483.66015625,3004.929931640625,16758.669921875
2016-04-01,4532.080078125,2953.280029296875,16164.16015625
2016-04-04,4511.7001953125,2962.280029296875,16123.26953125
2016-04-06,4543.77978515625,2909.360107421875,15715.3603515625
2016-04-07,4475.2900390625,2871.570068359375,15749.83984375
2016-04-08,4474.93017578125,2911.97998046875,15821.51953125
2016-04-11,4458.7099609375,2924.22998046875,15751.1298828125
2016-04-12,4496.0400390625,2942.090087890625,15928.7900390625
2016-04-14,4554.6298828125,3060.860107421875,16911.05078125
2016-04-15,4543.16015625,3054.340087890625,16848.029296875
2016-04-18,4569.31005859375,3064.030029296875,16275.9501953125
2016-04-19,4537.08984375,3112.989990234375,16874.439453125
2016-04-20,4540.43994140625,3142.52001953125,16906.5390625
2016-04-21,4540.7998046875,3151.68994140625,17363.619140625
2016-04-22,4474.18994140625,3141.1201171875,17572.490234375
2016-04-26,4452.97021484375,3121.2900390625,17353.279296875
2016-04-27,4416.6298828125,3130.429931640625,17290.490234375
2016-04-28,4363.990234375,3125.429931640625,16666.05078125
2016-05-02,4381.2998046875,3032.60009765625,16147.3798828125
2016-05-06,4330.169921875,2936.840087890625,16106.7197265625
2016-05-09,4341.22998046875,2955.830078125,16216.0302734375
2016-05-10,4402.0400390625,2978.969970703125,16565.189453125
2016-05-11,4361.02978515625,2956.7099609375,16579.009765625
2016-05-12,4342.81005859375,2935.4599609375,16646.33984375
2016-05-13,4326.52978515625,2956.6298828125,16412.2109375
2016-05-17,4322.56005859375,2938.090087890625,16652.80078125
2016-05-18,4338.22998046875,2956.429931640625,16644.689453125
2016-05-19,4315.580078125,2919.219970703125,16646.66015625
2016-05-20,4362.89990234375,2962.159912109375,16736.349609375
2016-05-23,4355.10009765625,2932.929931640625,16654.599609375
2016-05-24,4444.2998046875,3010.1201171875,16498.759765625
2016-05-25,4476.43017578125,3061.60009765625,16757.349609375
2016-05-26,4487.9599609375,3071.2099609375,16772.4609375
2016-05-27,4512.5400390625,3078.47998046875,16834.83984375
2016-05-31,4523.89013671875,3063.47998046875,17234.98046875
2016-06-01,4520.06982421875,3038.77001953125,16955.73046875
2016-06-02,4531.35009765625,3033.860107421875,16562.55078125
2016-06-03,4509.7900390625,2997.550048828125,16642.23046875
2016-06-06,4523.6298828125,3001.89990234375,16580.029296875
2016-06-07,4513.08984375,3040.68994140625,16675.44921875
2016-06-08,4520.6298828125,3019.760009765625,16830.919921875
2016-06-09,4512.68994140625,2989.030029296875,16668.41015625
2016-06-10,4461.0498046875,2911.110107421875,16601.359375
2016-06-13,4422.759765625,2853.52001953125,16019.1796875
2016-06-14,4424.91015625,2797.179931640625,15859.0
2016-06-15,4409.509765625,2830.300048828125,15919.580078125
2016-06-16,4424.22998046875,2819.300048828125,15434.1396484375
2016-06-17,4374.3798828125,2849.169921875,15599.66015625
2016-06-20,4400.16015625,2942.8798828125,15965.2998046875
2016-06-21,4413.39990234375,2967.340087890625,16169.1103515625
2016-06-22,4404.72998046875,2978.31005859375,16065.7197265625
2016-06-23,4467.47998046875,3037.860107421875,16238.349609375
2016-06-24,4285.7001953125,2776.090087890625,14952.01953125
2016-06-27,4201.0498046875,2697.43994140625,15309.2099609375
2016-06-29,4364.740234375,2832.179931640625,15566.830078125
2016-06-30,4417.7001953125,2864.739990234375,15575.919921875
2016-07-01,4437.4501953125,2883.06005859375,15682.48046875
2016-07-05,4410.75,2812.8798828125,15669.330078125
2016-07-06,4444.7001953125,2761.3701171875,15378.990234375
2016-07-07,4459.580078125,2780.10009765625,15276.240234375
2016-07-08,4528.35986328125,2838.010009765625,15106.98046875
2016-07-11,4554.7099609375,2885.320068359375,15708.8203125
2016-07-12,4577.60986328125,2933.43994140625,16095.650390625
2016-07-13,4565.77001953125,2926.139892578125,16231.4296875
2016-07-14,4596.490234375,2963.070068359375,16385.890625
2016-07-15,4589.830078125,2958.64990234375,16497.849609375
2016-07-19,4603.27978515625,2931.10009765625,16723.310546875
2016-07-20,4657.2001953125,2966.949951171875,16681.890625
2016-07-21,4647.02001953125,2968.489990234375,16810.220703125
2016-07-22,4666.06982421875,2972.22998046875,16627.25
2016-07-25,4665.93017578125,2973.219970703125,16620.2890625
2016-07-26,4672.10986328125,2978.89990234375,16383.0400390625
2016-07-27,4702.8798828125,2999.47998046875,16664.8203125
2016-07-28,4721.41015625,2966.10009765625,16476.83984375
2016-07-29,4730.22998046875,2990.760009765625,16569.26953125
2016-08-02,4719.2099609375,2906.97998046875,16391.44921875
2016-08-03,4734.330078125,2911.06005859375,16083.1103515625
2016-08-04,4743.81005859375,2932.340087890625,16254.8896484375
2016-08-05,4791.2099609375,2973.7099609375,16254.4501953125
2016-08-08,4784.740234375,2982.919921875,16650.5703125
2016-08-09,4795.75,3029.179931640625,16764.970703125
2016-08-10,4783.39013671875,3018.4599609375,16735.119140625
2016-08-12,4807.080078125,3044.93994140625,16919.919921875
2016-08-15,4827.1201171875,3046.64990234375,16869.560546875
2016-08-16,4797.18994140625,3016.199951171875,16596.509765625
2016-08-17,4805.4501953125,2980.5400390625,16745.640625
2016-08-18,4808.68017578125,2995.300048828125,16486.009765625
2016-08-19,4806.14013671875,2968.199951171875,16545.8203125
2016-08-22,4808.56005859375,2960.3701171875,16598.189453125
2016-08-23,4818.47998046875,2993.72998046875,16497.359375
2016-08-24,4783.490234375,3008.590087890625,16597.30078125
2016-08-25,4775.43017578125,2987.68994140625,16555.94921875
2016-08-26,4783.68994140625,3010.360107421875,16360.7099609375
2016-08-29,4791.08984375,2998.5,16737.490234375
2016-08-30,4775.990234375,3030.75,16725.359375
2016-08-31,4771.0498046875,3023.1298828125,16887.400390625
2016-09-01,4783.93994140625,3017.489990234375,16926.83984375
2016-09-02,4798.740234375,3079.739990234375,16925.6796875
2016-09-06,4829.509765625,3070.159912109375,17081.98046875
2016-09-07,4831.85986328125,3091.659912109375,17012.439453125
2016-09-08,4804.0,3083.5400390625,16958.76953125
2016-09-09,4681.5400390625,3053.199951171875,16965.759765625
2016-09-12,4764.64990234375,3012.8798828125,16672.919921875
2016-09-13,4722.85009765625,2974.800048828125,16729.0390625
2016-09-14,4746.06005859375,2964.89990234375,16614.240234375
2016-09-15,4819.89990234375,2973.77001953125,16405.009765625
2016-09-16,4818.0498046875,2935.25,16519.2890625
2016-09-20,4805.22021484375,2964.860107421875,16492.150390625
2016-09-21,4853.75,2982.179931640625,16807.619140625
2016-09-23,4858.91015625,3032.31005859375,16754.01953125
2016-09-26,4817.169921875,2975.8798828125,16544.560546875
2016-09-27,4866.7099609375,2970.840087890625,16683.9296875
2016-09-28,4875.27001953125,2991.110107421875,16465.400390625
2016-09-29,4838.2998046875,2991.580078125,16693.7109375
2016-09-30,4875.7001953125,3002.239990234375,16449.83984375
2016-10-03,4866.6298828125,2998.5,16598.669921875
2016-10-04,4859.47021484375,3029.5,16735.650390625
2016-10-05,4877.75,3026.280029296875,16819.240234375
2016-10-06,4873.919921875,3021.580078125,16899.099609375
2016-10-07,4864.52001953125,3000.570068359375,16860.08984375
2016-10-11,4821.91015625,3020.68994140625,17024.759765625
2016-10-12,4819.64013671875,3008.030029296875,16840.0
2016-10-13,4803.10009765625,2975.0400390625,16774.240234375
2016-10-14,4808.47998046875,3025.18994140625,16856.369140625
2016-10-17,4796.169921875,3008.719970703125,16900.119140625
2016-10-18,4839.72021484375,3046.989990234375,16963.609375
2016-10-19,4836.60986328125,3055.93994140625,16998.91015625
2016-10-20,4832.7099609375,3076.6298828125,17235.5
2016-10-21,4851.85986328125,3077.64990234375,17184.58984375
2016-10-24,4909.97021484375,3093.860107421875,17234.419921875
2016-10-25,4891.4501953125,3087.409912109375,17365.25
2016-10-26,4860.58984375,3080.97998046875,17391.83984375
2016-10-27,4836.4501953125,3085.169921875,17336.419921875
2016-10-28,4805.58984375,3079.239990234375,17446.41015625
2016-10-31,4801.27001953125,3055.25,17425.01953125
2016-11-01,4766.93994140625,3023.14990234375,17442.400390625
2016-11-02,4726.91015625,2980.169921875,17134.6796875
2016-11-04,4660.4599609375,2954.530029296875,16905.359375
2016-11-07,4773.72998046875,3009.280029296875,17177.2109375
2016-11-08,4804.919921875,3023.429931640625,17171.380859375
2016-11-09,4825.18017578125,3056.2900390625,16251.5400390625
2016-11-10,4747.02978515625,3046.590087890625,17344.419921875
2016-11-11,4751.9501953125,3030.02001953125,17374.7890625
2016-11-14,4702.0400390625,3039.800048828125,17672.619140625
2016-11-15,4764.47021484375,3049.719970703125,17668.150390625
2016-11-16,4792.27001953125,3026.360107421875,17862.2109375
2016-11-17,4826.58984375,3041.7900390625,17862.630859375
2016-11-18,4808.0400390625,3020.830078125,17967.41015625
2016-11-21,4859.0,3032.969970703125,18106.01953125
2016-11-22,4873.83984375,3044.330078125,18162.939453125
2016-11-25,4870.02001953125,3048.3798828125,18381.220703125
2016-11-28,4857.02001953125,3016.800048828125,18356.890625
2016-11-29,4873.2099609375,3038.419921875,18307.0390625
2016-11-30,4810.81005859375,3051.610107421875,18308.48046875
2016-12-01,4734.10009765625,3030.97998046875,18513.119140625
2016-12-02,4739.3701171875,3015.1298828125,18426.080078125
2016-12-05,4778.14013671875,3052.75,18274.990234375
2016-12-06,4788.669921875,3100.760009765625,18360.5390625
2016-12-07,4851.93994140625,3142.239990234375,18496.689453125
2016-12-08,4859.18994140625,3185.7900390625,18765.470703125
2016-12-09,4895.89990234375,3197.5400390625,18996.369140625
2016-12-12,4874.2998046875,3199.110107421875,19155.029296875
2016-12-13,4935.83984375,3236.7099609375,19250.51953125
2016-12-14,4921.22021484375,3211.7099609375,19253.609375
2016-12-15,4933.41015625,3249.739990234375,19273.7890625
2016-12-16,4914.85986328125,3259.239990234375,19401.150390625
2016-12-19,4934.85009765625,3257.85009765625,19391.599609375
